# WINGS                 Weights     Bar   SFR1        SFR2                    SFR3                    SFR4        logM                 M1                     M2                     M3                      M4                      Mtotal                  F1                      F2                      F3                      F4                     Mtype                 
  J011004.16-154502.5   1.3324699   1.0   0.077807    0.02375585758564902     0.05666164865907775     0.097897    9.381650924682617    1556140.0              1.354083882381994E7    4.2496236494308317E8    1.3216095E9             1.7616688437669032E9    8.83332872410101E-4     0.007686370155054868    0.2412271559701333      0.7502031410024017     1.399999976158142     
  J011002.14-154234.5   1.1469009   1.0   0.15882     0.019909047507077064    0.03713780436040903     0.29934     10.515987396240234   3176399.9999999995     1.1348157079033926E7   2.785335327030677E8     4.0410899999999995E9    4.334148089782101E9     7.328775884443056E-4    0.0026183131826500315   0.06426488595526302     0.9323839232736427     4.0                   
  J010955.10-153750.9   1.4359812   1.0   1.6849      0.06772848109325585     0.17535303395716767     0.4576      10.328150749206543   3.3698E7               3.860523422315584E7    1.3151477546787577E9    6.1776E9                7.565050988901914E9     0.004454431311756611    0.005103102977070547    0.1738451937215105      0.8165972719896624     2.5                   
  J010824.46-153736.7   1.4710338   1.0   0.036788    0.24763115848781483     0.02985085857611422     0.037098    9.3230619430542      735760.0               1.4114976033805445E8   2.2388143932085663E8    5.00823E8               8.665899596589111E8     8.490289920847852E-4    0.16287952423728846     0.25834760352978947     0.5779238432408372     2.5999999046325684    
  J010944.11-153732.0   1.4710338   1.0   0.0022148   0.025259612657132464    0.017863358190237315    0.31783     9.819466590881348    44295.99999999999      1.4397979214565504E7   1.3397518642677985E8    4.290705E9              4.439122461641345E9     9.978548774620142E-6    0.003243429154969047    0.0301805565366726      0.9665660357595838     -2.0999999046325684   
  J011036.91-153639.2   1.1469009   1.0   0.0         0.054250281447964406    1.0359755546980514      1.7863      10.666297912597656   0.0                    3.092266042533971E7    7.769816660235385E9     2.411505E10             3.1915789320660725E10   0.0                     9.68882834595035E-4     0.24344742290943702     0.7555836942559679     -4.300000190734863    
  J010953.64-153503.6   1.2661673   1.0   0.041714    0.14690437121490646     0.4995799729886166      1.7025      10.593975067138672   834280.0               8.37354915924967E7     3.7468497974146247E9    2.2983749999999996E10   2.681516956900712E10    3.1112240325500605E-5   0.0031226911087401023   0.13972873778673475     0.8571174588641997     -3.9000000953674316   
  J010952.95-153336.2   1.5229089   0.0   0.0         0.010817527592014044    0.26150628979355584     0.25816     9.804815292358398    0.0                    6165990.727448005      1.9612971734516687E9    3.48516E9               5.452623164179117E9     0.0                     0.0011308301604180792   0.3596979131689066      0.6391712566706752     3.0                   
  J010939.61-153223.6   1.3832502   1.0   2.4573      0.0063981617264445454   0.04695738278989003     1.1805      10.32240104675293    4.9146E7               3646952.184073391      3.521803709241752E8     1.5936750000000002E10   1.634172332310825E10    0.0030073939589042235   2.2316815136114596E-4   0.021550993365930353    0.9752184445238044     -1.399999976158142    
  J010840.78-152452.8   1.6070607   0.0   0.40354     0.0037922452950821086   0.3609799440478487      0.64079     10.091649055480957   8070800.0              2161579.818196802      2.7073495803588657E9    8.650665E9              1.1368246960177063E10   7.099423533172695E-4    1.9014187726294212E-4   0.23815013782183864     0.7609497779475811     -4.900000095367432    
  J010830.54-152400.8   1.3832502   0.0   0.0         0.029785964468756334    0.7617560920316419      0.88756     10.532416343688965   0.0                    1.697799974719111E7    5.713170690237314E9     1.198206E10             1.7712208689984505E10   0.0                     9.585478606511361E-4    0.3225555203325866      0.6764859318067623     -0.6000000238418579   
  J010817.70-152322.3   1.585839    0.0   0.0         0.005931329592215571    0.04716086359251399     0.16043     9.81461238861084     0.0                    3380857.8675628756     3.5370647694385487E8    2.1658049999999995E9    2.522892334811417E9     0.0                     0.0013400721944860918   0.140198799632999       0.858461128172515      2.5999999046325684    
  J010939.32-152152.1   1.3210039   1.0   0.023234    0.03351298967102152     2.371715912598881       2.4367      11.31614875793457    464680.00000000006     1.910240411248227E7    1.7787869344491608E10   3.2895450000000004E10   5.0702886428604095E10   9.164764231999428E-6    3.767518075993722E-4    0.35082557616397475     0.6487885072641938     1.100000023841858     
  J011013.85-152330.3   1.4710338   0.0   0.0         0.06343816178918904     0.1699577841018715      0.19385     9.512101173400879    0.0                    3.6159752219837755E7   1.2746833807640364E9    2.616975E9              3.9278181329838743E9    0.0                     0.009206065809459464    0.3245270879677131      0.6662668462228274     -2.4000000953674316   
  J010848.99-151941.1   1.6070607   1.0   0.0         0.043810542184725125    0.39366312946170173     0.47925     9.906253814697266    0.0                    2.4972009045293324E7   2.952473470962763E9     6.469875E9              9.447320480008057E9     0.0                     0.0026432901369375403   0.31251966917081286     0.6848370406922496     -4.599999904632568    
  J010840.31-151820.9   3.113232    0.0   0.0         0.08384668244865233     1.109752961605248       0.77041     10.37880802154541    0.0                    4.779260899573182E7    8.323147212039359E9     1.0400535000000002E10   1.877147482103509E10    0.0                     0.002546023125587127    0.44339335568415433     0.5540606211902587     -4.699999809265137    
  J010710.18-151814.2   1.3148743   1.0   0.0         3.212383453864266E-4    0.00351568317576693     1.2127      10.532748222351074   0.0                    183105.85687026315     2.6367623818251975E7    1.637145E10             1.6398000729675121E10   0.0                     1.1166352526067417E-5   0.0016079779634681339   0.9983808556840058     -1.5                  
  J010756.13-151827.7   1.4710338   1.0   0.0         0.02906259002069545     0.03512925429288057     1.1731      10.113157272338867   0.0                    1.6565676311796408E7   2.6346940719660428E8    1.583685E10             1.61168850835084E10     0.0                     0.0010278460276885162   0.016347414890126585    0.982624739082185      -3.799999952316284    
  J010957.89-151718.6   1.2661673   1.0   0.087193    0.05178955767944064     0.07560491510708084     0.2257      10.15042495727539    1743860.0000000002     2.9520047877281167E7   5.670368633031063E8     3.0469500000000005E9    3.645250771180388E9     4.783923272953075E-4    0.008098221420229512    0.15555496696856635     0.8358684192839088     2.799999952316284     
  J010939.83-151613.8   1.4710338   1.0   0.0         1.6751436945012472E-5   6.941071483696701E-4    0.2653      9.591438293457031    0.0                    9548.31905865711       5205803.612772525       3.5815499999999995E9    3.586765351931831E9     0.0                     2.662097495035294E-6    0.0014513922997412365   0.9985459456027637     -3.9000000953674316   
  J011100.40-151517.0   1.1443939   1.0   0.046036    0.003527492041011907    0.6035094539841791      1.4545      10.7610502243042     920720.0               2010670.4633767868     4.526320904881343E9     1.9635749999999996E10   2.4165002295344715E10   3.810138268339303E-5    8.320588753944103E-5    0.18730893751056335     0.8125697552192138     0.10000000149011612   
  J010654.08-151509.4   1.3638396   1.0   0.033969    4.3809700393457763E-4   0.10361857080841212     0.036988    9.692779541015625    679380.0               249715.29224270926     7.771392810630909E8     4.99338E8               1.2774063763553338E9    5.318432822751294E-4    1.954861795470218E-4    0.6083727899342468      0.3908998806039309     4.0                   
  J010742.89-151303.2   1.4710338   0.0   0.0         0.08582612455056962     0.07002625361759598     0.1722      9.621546745300293    0.0                    4.892089099382468E7    5.251969021319699E8     2.3247E9                2.8988177931257944E9    0.0                     0.016876152447330366    0.18117623790547052     0.8019476096471992     -2.200000047683716    
  J011026.95-151217.4   1.3148743   1.0   0.73378     0.001911170245153227    0.007862968358093768    1.7317      10.366703033447266   1.46756E7              1089367.0397373394     5.8972262685703255E7    2.337795E10             2.345268722972544E10    6.257534523122452E-4    4.6449561581864516E-5   0.0025145204943064275   0.9968132764917994     -3.700000047683716    
  J010938.32-150104.8   1.1469009   0.0   0.0         0.3504399407534034      0.41845966621647696     0.83877     10.869117736816406   0.0                    1.9975076622943994E8   3.138447496623577E9     1.1323395E10            1.4661593262853016E10   0.0                     0.013624083184433547    0.21405910260621042     0.7723168142093562     1.899999976158142     
  J010934.81-150141.0   1.3324699   1.0   0.012012    0.02473683141083015     0.04296850762106888     0.0010154   9.015007019042969    240240.0               1.4099993904173184E7   3.222638071580166E8     1.37079E7               3.503119410621898E8     6.857887837667256E-4    0.04024982380395093     0.9199338343445338      0.03913055306774849    1.7999999523162842    
  J010748.61-145656.3   1.4119347   0.0   0.077327    0.0036490194044490392   0.05342403048427551     0.071853    9.02609634399414     1546540.0000000002     2079941.0605359524     4.0068022863206637E8    9.700155E8              1.3743222096926024E9    0.0011253110726820884   0.001513430435648113    0.291547517609926       0.7058137408817438     -4.199999809265137    
  J010830.63-145704.5   1.0952903   1.0   0.0         0.09594775504033991     2.0935613544279374      2.989       11.22126579284668    0.0                    5.469022037299375E7    1.5701710158209532E10   4.03515E10              5.610790037858253E10    0.0                     9.747329699378676E-4    0.27984847146772185     0.7191767955623403     -0.699999988079071    
  J010909.39-145519.5   1.3638396   1.0   0.01608     0.015051916263125872    0.06925898321435463     0.14064     9.734367370605469    321600.0               8579592.269981747      5.194423741076597E8     1.89864E9               2.4269835663776417E9    1.3251016795305266E-4   0.003535084616492517    0.21402797336734575     0.7823044318482086     1.2000000476837158    
  J011703.58+000027.5   1.6666666   1.0   1.0762      0.1789264251016218      0.4783862338414046      4.7011      11.008118629455566   2.1524E7               1.0198806230792442E8   3.5878967538105345E9    6.346485000000001E10    6.717625881611847E10    3.2041081744247816E-4   0.001518215871281196    0.05341019010349597     0.9447511832077803     -1.2999999523162842   
  J011620.35+000015.8   1.3071896   1.0   0.0         0.011219858786993747    0.17958647887323945     0.14663     9.76317310333252     0.0                    6395319.508586436      1.346898591549296E9     1.979505E9              3.3327989110578823E9    0.0                     0.0019189035040090257   0.4041343709878282      0.5939467255081629     -2.0999999046325684   
  J011650.73+000328.4   1.3333334   1.0   0.027189    0.040036871470999325    0.1577818830792977      0.029195    9.804491996765137    543780.0               2.2821016738469616E7   1.1833641230947328E9    3.941325E8              1.6008614198332024E9    3.3967962077358186E-4   0.014255460501288984    0.7392045984954965      0.24620026138244097    4.199999809265137     
  J011525.46+000417.8   1.1074197   1.0   0.0068966   0.007566956539241226    0.07252638529808993     0.26505     9.900700569152832    137932.0               4313165.227367499      5.439478897356744E8     3.578175E9              4.126573986963042E9     3.342530642507909E-5    0.0010452169865350649   0.13181585776824847     0.8671054999387914     -1.7000000476837158   
  J011337.98+000448.4   1.2987621   1.0   0.027311    0.018897557313316438    0.09032186957360602     0.16929     9.888053894042969    546219.9999999999      1.077160766859037E7    6.774140218020451E8     2.285415E9              2.9741468494706354E9    1.8365602898768124E-4   0.003621747080345947    0.227767509839878       0.7684270870507884     4.199999809265137     
  J011443.55+000522.8   1.1402509   1.0   0.084596    0.04257189125343463     0.2633142774454949      0.40283     10.467942237854004   1691920.0              2.4265978014457736E7   1.9748570808412118E9    5.438205E9              7.439019978855669E9     2.2743856110200487E-4   0.0032619858641904772   0.2654727486220571      0.7310378269526504     3.0                   
  J011604.11+000603.0   1.2610341   1.0   0.0053472   0.023783339383765766    0.2722869670075246      0.048826    9.821277618408203    106944.0               1.3556503448746486E7   2.0421522525564342E9    6.59151E8               2.7149667000051804E9    3.939053838111383E-5    0.004993248517088854    0.7521831676803025      0.24278419326422762    1.5                   
  J011523.03+000652.7   1.3091285   1.0   0.0         0.007782809685336671    0.04833400057881536     0.15577     9.388522148132324    0.0                    4436201.520641902      3.6250500434111524E8    2.1028949999999998E9    2.469836205861757E9     0.0                     0.0017961521132912764   0.14677289266420512     0.8514309552225037     -3.700000047683716    
  J011514.78+000725.5   1.3091285   1.0   0.0         0.02362761441029687     0.11841031256029326     0.1497      9.655983924865723    0.0                    1.3467740213869216E7   8.880773442021995E8     2.02095E9               2.9224950844160686E9    0.0                     0.004608302092853699    0.303876420165012       0.6915152777421344     -0.800000011920929    
  J011537.73+000820.0   1.1402509   1.0   0.013074    0.020967397407399776    0.13820989436619718     0.09786     10.092639923095703   261480.0               1.1951416522217872E7   1.0365742077464788E9    1.32111E9               2.369897104268697E9     1.103339041720495E-4    0.005043010728478797    0.43739207321675894     0.5574545821505902     5.199999809265137     
  J011410.08+001206.3   1.1402509   1.0   0.0         0.015763377610961565    0.330868753617596       1.2482      10.610761642456055   0.0                    8985125.238248091      2.48151565213197E9      1.68507E10              1.9341200777370216E10   0.0                     4.645588110931022E-4    0.12830204704949952     0.8712333941394075     -0.20000000298023224  
  J011448.71+001347.9   1.1086475   1.0   0.0         0.022094470289174585    0.43050046305228634     2.5805      10.848794937133789   0.0                    1.2593848064829513E7   3.2287534728921475E9    3.483674999999999E10    3.807809732095697E10    0.0                     3.3073732541510844E-4   0.08479293084623597     0.9148763318283489     -3.0                  
  J011432.92+001401.6   1.1778563   0.0   0.0         0.1299927901480818      1.4539155074281305      0.44228     10.389330863952637   0.0                    7.409589038440661E7    1.0904366305710978E10   5.97078E9               1.6949242196095385E10   0.0                     0.004371634408615399    0.643354208970064       0.3522741566213205     -4.599999904632568    
  J011443.85+001709.8   1.1086475   1.0   0.0         0.04131862783826586     0.11539767798572255     0.71715     11.01082992553711    0.0                    2.3551617867811542E7   8.654825848929191E8     9.681524999999998E9     1.0570559202760729E10   0.0                     0.0022280389727783304   0.08187670758864675     0.9158952534385749     4.400000095367432     
  J011531.18+001757.3   1.1086475   1.0   0.034461    0.006603651928540359    0.9341185269149141      2.3291      10.903403282165527   689220.0               3764081.5992680048     7.0058889518618555E9    3.144285E10             3.845319225346112E10    1.7923609448522814E-5   9.788736327682145E-5    0.18219264881009364     0.817691540217181      -4.5                  
  J011346.30+001820.8   1.1402509   1.0   0.25071     0.0234627625308149      0.2928282606598495      1.3813      11.07065486907959    5014200.0              1.3373774642564492E7   2.1962119549488716E9    1.864755E10             2.0862149929591434E10   2.4034914986818898E-4   6.410544784550116E-4    0.10527256118669273     0.8938460351849842     2.5                   
  J011430.82+001928.5   1.1086475   1.0   0.0         0.03114600798120701     0.5452489726027397      1.2866      11.110330581665039   0.0                    1.7753224549287997E7   4.089367294520548E9     1.73691E10              2.1476220519069836E10   0.0                     8.266456629798525E-4    0.19041373182443294     0.8087596225125873     1.899999976158142     
  J011530.89+001846.5   1.1086475   1.0   0.0         0.019251359681725633    0.044173625313524985    0.89485     10.500568389892578   0.0                    1.097327501858361E7    3.313021898514374E8     1.2080475E10            1.2422750464870022E10   0.0                     8.833208917473352E-4    0.026668988545517226    0.9724476905627354     1.7000000476837158    
  J011544.71+001956.9   1.1778563   1.0   0.0         0.03134897480135483     0.01631785934786803     0.072111    10.05614185333252    0.0                    1.7868915636772253E7   1.2238394510901022E8    9.734984999999999E8     1.1137513607457824E9    0.0                     0.016043900161708438    0.10988444047965996     0.8740716593586316     3.0                   
  J011529.68+001951.8   1.1086475   1.0   0.1317      0.0030561133221577628   0.1649260799729886      0.028077    9.558623313903809    2634000.0000000005     1741984.5936299248     1.2369455997974145E9    3.790395E8              1.6203610843910444E9    0.0016255636014548551   0.0010750595101366486   0.7633765163289372      0.2339228605594713     -1.100000023841858    
  J011514.34+002019.7   1.1086475   1.0   0.0         0.025092972138773928    0.3017500964692263      0.12998     10.260991096496582   0.0                    1.4302994119101139E7   2.263125723519197E9     1.7547300000000002E9    4.032158717638298E9     0.0                     0.003547229938279473    0.5612690079930056      0.43518376206871506    3.200000047683716     
  J011554.41+002402.9   1.5477744   0.0   0.0         9.15674585812474E-4     0.0037750272525564343   0.030861    9.159284591674805    0.0                    521934.5139131102      2.8312704394173257E7    4.166235E8              4.4545813890808636E8    0.0                     0.0011716802732406773   0.06355861959010062     0.9352697001366588     1.2999999523162842    
  J011648.06+003227.2   1.1312218   1.0   0.0         0.07925052212487584     0.18880011576307157     1.1781      10.573734283447266   0.0                    4.5172797611179225E7   1.4160008682230368E9    1.590435E10             1.7365523665834217E10   0.0                     0.0026012919898323827   0.08154092531104871     0.9158577826991189     -1.7000000476837158   
  J011451.21+003303.5   1.1086475   1.0   0.0         0.0013929430946106962   0.003157940912598881    0.61714     10.235020637512207   0.0                    793977.5639280968      2.368455684449161E7     8.331390000000001E9     8.355868534408421E9     0.0                     9.502035134451871E-5    0.002834481747404422    0.997070497901251      -3.0                  
  J011611.75+003437.3   1.3091285   1.0   0.01247     0.03023305352695089     0.020742784101871505    0.12237     9.434290885925293    249400.0               1.7232840510362007E7   1.5557088076403627E8    1.651995E9              1.8250481212743983E9    1.3665393098010394E-4   0.009442403358837807    0.08524207057916035     0.9051788721310217     -0.10000000149011612  
  J011447.21+003755.8   1.1086475   1.0   0.0         0.09628546332273115     0.0022516984371985338   0.0086981   9.350590705871582    0.0                    5.488271409395675E7    1.6887738278989006E7    1.1742435000000001E8    1.891948023729458E8     0.0                     0.2900857391725302      0.0892611111255554      0.6206531497019143     3.5999999046325684    
